n,x,y
1463,417637,4495195
1464,418546,4495203
1465,417477,4493714
1466,417868,4493890
1467,418548,4493863
1468,419381,4495346
1469,420132,4495485
1470,419370,4494487
1471,420165,4494561
1472,419343,4493775
1473,420170,4493771
1474,420951,4495584
1475,420964,4494773
1476,421720,4495133
1477,420937,4493775
1478,422031,4493831
1479,423222,4495299
1480,423214,4493900
1481,412972,4492634
1482,413789,4492948
1483,414542,4493230
1484,414571,4492217
1485,414096,4491459
1486,415254,4493267
1487,415987,4492999
1488,416875,4493050
1489,415622,4492298
1490,416906,4492228
1491,415693,4491493
1492,416858,4491411
1493,417558,4493043
1494,417988,4493083
1495,418535,4493014
1496,417718,4492198
1497,418506,4492220
1498,417685,4491249
1499,418502,4491201
1500,419350,4493034
1501,420145,4493016
1502,419333,4492206
1503,420142,4492227
1504,420920,4492206
1505,419362,4491211
1506,420132,4491230
1507,420942,4491207
1508,420935,4493005
1509,421853,4492994
1510,421732,4492171
1511,421775,4491121
1512,422603,4490883
1513,422861,4492924
1514,422827,4492281
1515,423680,4492972
1516,423615,4492046
1517,412834,4490627
1518,414079,4490736
1519,412943,4490022
1520,413383,4490092
1521,413140,4489540
1522,413361,4489217
1523,413780,4488770
1524,414035,4488440
1525,413779,4489978
1526,414483,4490490
1527,413752,4489380
1528,414124,4489640
1529,414621,4489985
1530,414147,4488850
1531,414517,4489211
1532,415427,4490833
1533,415132,4490284
1534,415132,4489459
1535,415884,4489813
1536,416577,4490837
1537,416770,4490258
1538,416761,4489542
1539,414228,4488120
1540,414872,4488642
1541,415045,4488141
1542,415786.16672,4488440.43944
1543,416355.37964,4488185.56798
1544,417718,4490249
1545,417569,4489187
1546,418504,4489740
1547,416955,4488208
1548,417635,4488215
1549,418426,4488185
1550,419294,4489608
1551,420132,4490139
1552,420084,4489125
1553,420703,4489621
1554,421088,4489344
1555,419691,4488185
1556,420884,4488138
1557,421989,4489836
1558,421840,4488919
1559,421768,4488205
1560,423131,4491616
1561,423262,4490904
1562,423648,4490883
1563,423174,4489235
1564,423798,4489278
1565,415332,4487143
1566,416261,4487253
1567,416966,4487006
1568,417504,4486992
1569,418312,4487111
1570,419266,4486951
1571,420020,4487060
1572,420946,4487079
1573,421686,4487065
1574,422588,4487703
1575,423117,4487857
1576,423707,4488021
1577,423760,4487020
1578,424221,4487471
1579,415074,4485555
1580,415682.16406,4485705.85168
1581,415703,4484892
1582,416228.4974,4485397.65532
1583,416957,4485476
1584,417559,4485353
1585,417778,4484237
1586,418326,4485700
1587,418349,4484924
1588,418600,4484189
1589,419248,4485769
1590,419979,4485686
1591,419549,4484938
1592,419650,4484166
1593,420855,4485581
1594,421841,4485591
1595,420855,4484331
1596,421770,4484486
1597,422841,4486020
1598,423934,4486020
1599,422755,4484467
1600,423877,4484794
1601,423906,4483898
1602,423526.64439,4483285.02303
1603,421782,4482514
1604,423311.77906,4482549.52248
1605,415392,4483987
1606,415848.98223,4482964.90251
1607,416773.14071,4482000.74995
1608,415809,4480598
1609,416591,4484165
1610,416779,4483185
1611,417614,4483176
1612,417655,4482057
1613,418471,4483142
1614,419269,4483104
1615,420009,4483161
1616,420768,4483209
1617,418440,4481948
1618,419202,4481914
1619,419034,4480907
1620,419860,4482021
1621,420467,4481669
1622,420349,4480540
1623,421206,4481752
1624,422538,4481738
1625,422074,4480802
1626,418199,4480717
1627,417956,4479778
1628,419355,4479747
1629,420271,4478306
1630,420913,4478535
1631,421999.16096,4479773.80834
1632,423826,4498309
1633,424361,4498130
1634,423778,4497586
1635,424293,4497480
1636,423704,4496439
1637,424344,4496502
1638,425044,4497580
1639,425784,4497490
1640,425071,4496695
1641,425763,4496741
1642,424924,4496139
1643,425676,4496070
1644,426495,4497590
1645,426915,4497670
1646,426465,4496850
1647,427323,4497145
1648,426935,4496235
1649,427445,4497840
1650,428157,4497851
1651,429001,4497856
1652,428137,4497024
1653,429071,4496840
1654,429254,4496124
1655,429807,4497870
1656,430607,4497980
1657,431348,4498233
1658,432158,4497768
1659,432906,4497490
1660,429846,4496822
1661,430604,4496756
1662,430099,4495771
1663,431048,4495419
1664,431540,4496903
1665,431348,4496049
1666,432421,4496360
1667,432867,4494641
1668,432916,4492225
1669,423739,4495679
1670,424359,4495652
1671,423887,4494904
1672,424365,4495061
1673,423925,4494125
1674,424379,4493982
1675,425384,4495559
1676,424760,4495013
1677,425270,4494970
1678,425858,4494863
1679,426624,4495455
1680,427398,4495344
1681,426606,4494525
1682,427443,4494552
1683,428549,4495954
1684,428556,4495228
1685,429242,4494703
1686,428431,4494525
1687,430007,4495149
1688,430649,4494195
1689,432154,4494204
1690,424846,4493925
1691,425202,4493921
1692,425797,4494312
1693,425697,4493732
1694,426488,4493839
1695,427351,4493872
1696,427317,4493050
1697,428209,4493732
1698,428877,4493679
1699,428164,4493020
1700,429099,4492895
1701,430391,4493073
1702,431468,4492877
1703,424270,4493000
1704,424283,4492346
1705,424238,4491747
1706,424783,4493077
1707,425188,4493037
1708,425729,4492998
1709,424803,4492140
1710,425201,4492221
1711,425720,4492214
1712,424868,4491176
1713,425584,4491538
1714,426509,4492976
1715,426866,4492113
1716,426903,4491538
1717,427477,4491298
1718,428153,4492147
1719,428888,4492147
1720,429721,4491865
1721,430653,4491697
1722,428366,4491223
1723,429633,4490730
1724,430711,4490790
1725,432032,4491646
1726,432456,4491348
1727,424180,4491071
1728,424247,4490495
1729,424277,4489489
1730,424916,4490537
1731,425695,4490728
1732,426824,4490527
1733,425027,4489750
1734,425806,4489711
1735,425009,4488967
1736,425812,4488930
1737,426473,4489679
1738,427352,4489735
1739,426569,4488900
1740,427315,4488908
1741,428130,4489748
1742,428142,4488900
1743,428973,4489200
1744,430558,4489568
1745,431916,4490097
1746,430287,4488439
1747,424900,4488137
1748,425599,4488026
1749,426013,4488137
1750,424967,4487009
1751,425774,4487009
1752,426589,4487935
1753,427327,4487682
1754,427307,4486677
1755,428079,4487779
1756,429000,4488296
1757,427958,4486529
1758,428921,4487247
1759,429820,4487176
1760,424898,4485936
1761,426003,4486012
1762,424903,4484679
1763,425860,4484664
1764,427030,4486167
1765,428059,4486231
1766,428727,4485838
1767,427157,4485356
1768,428015,4485309
1769,428808,4485057
1770,427061,4484387
1771,424740,4483155
1772,425647,4483259
1773,424355,4482194
1774,428564,4484034
1775,426819,4483145
1776,427204,4482655
1777,428807,4482270
1778,425590,4482521
1779,424689,4482031
1780,424279,4481545
1781,424886.08081,4480900.84427
1782,396136.079,4508518.2211
1783,396343.4456,4508387.9821
1784,432611.17971,4511576.22728
1785,433637.25029,4507341.91355
1786,434001.42052,4504615.52728
1787,434280.69682,4496748.59576
1788,434490.32023,4491560.5707
1789,415794.2901,4454738.14589
1790,414809.39817,4456524.70571
1791,415834.72743,4456719.89541
1792,414812.95099,4457959.27778
1793,416435.43268,4458803.19236
1794,414629.87893,4458823.5722
1795,416524.89942,4459979.04095
1796,414975.69357,4459992.86019
1797,414167.15055,4460004.91355
1798,413645.40481,4458703.92846
1799,412147.54981,4456642.99646
1800,411962.72457,4458036.49474
1801,413317.37318,4460112.69007
1802,412207.81982,4459693.9024
1803,408636.99002,4456705.94855
1804,407080.55619,4456454.24692
1805,407420.43222,4457685.02653
1806,406448.73906,4458244.90047
1807,407447.57037,4458901.94051
1808,408929.54605,4458067.39612
1809,410533.50862,4458065.93081
1810,408944.66073,4460031.51647
1811,410538.67959,4459706.0939
1812,410522.24325,4461280.70897
1813,408665.50169,4461522.00332
1814,407396.10424,4460216.04881
1815,407191.12073,4461486.98727
1816,406239.73826,4460488.73018
1817,406089.14261,4461735.37502
1818,405177.60827,4460916.69086
1819,416524.89942,4460912.05124
1820,415015.359,4460906.88951
1821,414223.49674,4460924.90986
1822,416537.68039,4461691.68997
1823,415053.27691,4461731.93173
1824,414073.23129,4461786.63519
1825,413311.35572,4460938.58024
1826,412506.12788,4460957.80698
1827,411689.5169,4460968.71019
1828,413345.61945,4461785.22898
1829,412515.70459,4461807.18294
1830,411704.38106,4461785.36015
1831,412645.45263,4462509.98529
1832,411657.99664,4462499.75036
1833,411975.20204,4463364.37689
1834,410397.24856,4463068.14557
1835,411692.63844,4464346.93882
1836,410577.45134,4464519.59469
1837,408827.68067,4463059.57163
1838,407180.76236,4462787.55367
1839,405768.16473,4462979.41493
1840,409011.08575,4464595.88716
1841,407201.63179,4464132.09247
1842,406001.32963,4464405.48451
1843,411233.83827,4465642.64202
1844,410407.47726,4465662.25055
1845,411256.1008,4466444.36141
1846,410434.72854,4466466.07828
1847,411277.03641,4467251.1013
1848,410462.63165,4467270.33705
1849,411373.34176,4468152.69378
1850,410556.62944,4467912.63653
1851,409525.49688,4467244.60775
1852,408994.69684,4465945.11743
1853,407379.76744,4465377.66749
1854,406271.5513,4466099.10483
1855,409236.31979,4467947.17986
1856,407466.23902,4467657.46329
1857,411270.2949,4468900.86514
1858,410458.33639,4468693.25808
1859,407649.30824,4469242.71963
1860,409290.66225,4469280.68554
1861,410832.03906,4469692.79828
1862,410982.69355,4470969.60833
1863,409258.46515,4471003.3223
1864,407752.84916,4471094.72876
1865,414981.45328,4462479.22324
1866,414200.28284,4462497.49561
1867,413601.4125,4462841.33999
1868,413085.17824,4463461.3792
1869,414288.39634,4463099.9612
1870,415033.83041,4463061.12931
1871,415934.05332,4462654.55754
1872,416726.52378,4462687.3327
1873,416053.47323,4463851.87259
1874,414848.86848,4463889.44345
1875,414137.73179,4464106.40041
1876,415829.58966,4464723.04572
1877,415276.75581,4464660.84596
1878,414439.06089,4464817.5371
1879,415312.15359,4465663.77892
1880,414414.95457,4465390.0624
1881,414928.41636,4466200.6585
1882,413191.52503,4464201.05593
1883,413579.32844,4464900.65235
1884,412531.77381,4464933.42858
1885,413727.63959,4465636.75761
1886,412866.06248,4465658.25253
1887,412047.82964,4465630.1335
1888,413936.34842,4466428.21234
1889,412871.95233,4466413.21593
1890,412061.03639,4466432.81221
1891,412075.90931,4467242.22792
1892,412891.43322,4467237.63854
1893,413739.31011,4467574.98822
1894,412902.5303,4468040.53532
1895,412097.31319,4468043.13728
1896,412922.25028,4468922.90649
1897,412262.8455,4468664.62333
1898,417051.8798,4465388.82933
1899,415996.3904,4467016.3489
1900,416594.10911,4467655.30465
1901,416742.34812,4468147.91427
1902,415867.10352,4468178.92177
1903,414899.3478,4468074.72539
1904,416814.29633,4468734.53824
1905,416964.30185,4469675.06768
1906,415567.08119,4469347.65675
1907,413843.835,4469107.40035
1908,416145.63099,4470974.22493
1909,414130.18938,4470830.87316
1910,412886.39115,4469715.6119
1911,412107.13477,4469433.06972
1912,412462.42281,4470940.39812
1913,420195.06574,4445998.69795
1914,418735.80738,4446870.59513
1915,422396.00538,4449481.73837
1916,424896.10188,4451597.20463
1917,425952.09677,4454515.62236
1918,426588.09547,4457281.0542
1919,425835.10459,4457444.07256
1920,424832.24335,4457357.3292
1921,426543.06122,4458442.80838
1922,425867.05267,4458452.47145
1923,424775.25652,4458558.18157
1924,425991.39582,4459755.17518
1925,425429.2424,4459435.6608
1926,424639.21867,4459525.7775
1927,423846.13989,4458982.85912
1928,424866.34031,4460271.73296
1929,425232.0077,4461098.32028
1930,424388.6279,4461023.13478
1931,423517.13563,4460513.46242
1932,424043.28606,4462020.36029
1933,424352.5972,4463189.98891
1934,423259.63265,4462535.57682
1935,422740.43337,4461924.58015
1936,421941.67366,4463107.84766
1937,422474.06369,4463616.70511
1938,423275.96956,4463517.52964
1939,423485.66415,4464616.23211
1940,422297.94148,4464984.24384
1941,421914.91961,4464783.62287
1942,421307.56642,4463988.47791
1943,420360.64292,4465183.26142
1944,418993.9295,4465495.50681
1945,420310.01857,4466155.82927
1946,419024.11404,4466222.11929
1947,420348.72646,4467118.68799
1948,418763.26644,4467193.20161
1949,417860.88959,4466715.03654
1950,420179.54324,4467931.60924
1951,419439.26309,4467773.3625
1952,418743.10944,4468024.18257
1953,417857.03586,4467907.0472
1954,421801.25871,4465735.55248
1955,421003.24412,4465631.59252
1956,421818.00247,4466436.63391
1957,420964.54868,4466227.8063
1958,421777.02928,4467137.76452
1959,420956.19947,4467113.41788
1960,421706.23306,4467908.24153
1961,420846.82094,4467952.38053
1962,422542.97399,4466144.71122
1963,422643.93819,4467182.99711
1964,422426.61637,4467942.73796
1965,423072.55984,4467956.53099
1966,422905.75743,4468745.66992
1967,422430.39321,4468756.8829500005
1968,422562.56155,4469342.65396
1969,421940.44421,4468689.19355
1970,420973.17711,4468761.45637
1971,421777.22336,4469423.68738
1972,420991.1861,4469539.66009
1973,421056.89225,4470169.34191
1974,420154.5664,4468941.13943
1975,419287.11179,4469049.15824
1976,418212.27776,4468944.15469
1977,417344.02129,4468881.0323
1978,420341.84371,4470040.81162
1979,419830.09639,4470161.90619
1980,420287.37856,4470903.26194
1981,418835.39766,4470133.02488
1982,417942.68252,4470018.66811
1983,422500.69667,4469835.51341
1984,422567.13016,4470850.60691
1985,421967.76057,4469878.44115
1986,421712.28913,4470466.38315
1987,421959.59465,4470953.64439
1988,419678.25016,4471316.13285
1989,418697.96914,4471190.59817
1990,417630.75839,4471021.95382
1991,418432.29849,4472315.46942
1992,420228.89651,4471714.98194
1993,421016.18376,4471409.27031
1994,421947.66132,4471332.91842
1995,421803.89251,4471784.69778
1996,421117.19259,4472056.56226
1997,421392.37753,4472856.67415
1998,420089.9134,4472851.3594
1999,421017.98445,4473701.65961
2000,421451.27677,4474530.97708
2001,420225.85806,4474317.93803
2002,422583.59716,4471412.09596
2003,422531.84648,4472086.16686
2004,423511.40565,4472290.00532
2005,422481.12139,4472829.46752
2006,423512.03653,4473542.10918
2007,422455.08529,4473637.73065
2008,421920.22995,4474437.8328
2009,422658.39303,4474409.26013
2010,423619.07774,4474359.37976
2011,422794.68158,4475276.36151
2012,420604.31799,4475348.20478
2013,425171.11803,4468463.6939
2014,426941.02913,4468417.2369
2015,428509.74748,4468825.3876
2016,428595.16198,4469275.52954
2017,427566.52678,4469093.88496
2018,426792.18751,4469150.75457
2019,425968.68483,4469232.75064
2020,425148.89576,4469264.30356
2021,424284.69007,4469365.81792
2022,423568.59501,4469129.86323
2023,425990.78824,4470032.93819
2024,425161.81534,4470070.61878
2025,425992.3751,4470685.67314
2026,425165.69841,4470698.46704
2027,424347.91467,4470500.17746
2028,423462.42089,4470379.59958
2029,428420.70089,4469909.11396
2030,427564.36646,4470046.28123
2031,426839.77797,4469964.85072
2032,426885.10752,4470700.11784
2033,429317.98402,4470688.58039
2034,428785.10752,4470482.11128
2035,428787.78529,4471045.80111
2036,428159.87487,4470771.28603
2037,427692.23193,4470813.577
2038,428865.81698,4471543.9297
2039,428289.30401,4471396.97542
2040,427705.25492,4471472.33659
2041,427984.09126,4472131.74685
2042,427109.90165,4472086.53015
2043,426891.87736,4471302.83999
2044,426002.36931,4471310.88711
2045,425172.98782,4471325.95977
2046,426725.78538,4471841.48906
2047,426006.07451,4471943.47118
2048,425179.37661,4471954.58762
2049,424088.81543,4471663.31304
2050,426797.15279,4472764.7807
2051,425935.61729,4472689.56536
2052,425182.14946,4472795.63236
2053,424211.25101,4472837.05552
2054,426081.22165,4473529.69661
2055,425149.20933,4473526.84088
2056,424317.25621,4473538.96768
2057,429965.01883,4471749.12415
2058,429196.26011,4471994.68749
2059,429949.95656,4472765.08614
2060,429173.97978,4472731.72488
2061,428169.60109,4472772.27342
2062,429946.6914,4473974.06197
2063,429159.66371,4473465.35187
2064,429112.02398,4474162.25979
2065,428229.18782,4473512.40337
2066,427340.98688,4473534.70958
2067,426689.27421,4474419.32707
2068,427464.60585,4474445.22063
2069,428307.1102,4474409.52706
2070,429142.13736,4475117.7533
2071,428241.77777,4475294.98944
2072,427404.3438,4475204.02818
2073,426611.00255,4475234.15894
2074,430041.66199,4475734.04285
2075,429136.01601,4475795.89165
2076,428310.07827,4475822.05319
2077,427456.32745,4475845.81364
2078,426655.85049,4475895.28133
2079,429455.35479,4476622.28342
2080,428410.01834,4476436.58523
2081,427624.66948,4476452.5416
2082,427018.47519,4476479.92773
2083,428878.25278,4477408.89088
2084,427419.40208,4477177.23724
2085,425997.6651,4474763.62786
2086,425965.22547,4475357.27315
